Vehicle Type,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,City,State,ZIP Code
Taxi,VIOLATION,TOYOTA,CAMRY,2010,CREAM/BLUE,Hybrid,N,CHICAGO,IL,60618
Charter Sightseeing,INACTIVE,NEOPLAN,TROLLEY,1990,RED/GREEN,Gasoline,N,CHICAGO,IL,60609
Taxi,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,VIOLATION,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,CHICAGO,IL,60659
Taxi,SURRENDER,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,CHICAGO,IL,60656
Ambulance,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,SKOKIE,IL,60076
Livery,VIOLATION,GMC,YUKON,2013,MAROON/GOLD/STRIPES,Gasoline,N,CHICAGO,IL,60656
Taxi,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO,IL,60616
Livery,ACTIVE,LINCOLN,MKS,2016,BLACK,Gasoline,N,CHICAGO,IL,60632
Taxi,FORECLOSURE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,CHICAGO,IL,60618
Livery,ACTIVE,LINCOLN,MKT,2013,WHITE,Gasoline,N,CHICAGO,IL,60602
Livery,ACTIVE,FORD,EXPEDITION,2013,BLACK,Gasoline,N,CHICAGO,IL,60656
Taxi,SURRENDER,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60616
Livery,ACTIVE,AUDI,Q7,2017,BLACK,Gasoline,N,CHICAGO,IL,60660
Taxi,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,CHICAGO,IL,60659
Taxi,ACTIVE,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,CHICAGO,IL,60630
Taxi,SURRENDER,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,SURRENDER,VPG,MV-1,2012,MAROON/GOLD/STRIPES,Compressed Natural Gas,Y,CHICAGO,IL,60616
Ambulance,RESERVED,FORD,E350,2004,YELLOW/BLUE,Gasoline,N,ELMHURST,IL,60126
Medicar,INACTIVE,FORD,CAPRICE,2007,WHITE,Gasoline,N,CHICAGO,IL,60645
Taxi,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO,IL,60659
Livery,ACTIVE,GMC,YUKON,2016,BLACK,Gasoline,N,CHICAGO,IL,60610
Charter Sightseeing,ACTIVE,FREIGHLINE,S2 106,2011,BLACK,Gasoline,N,CHICAGO,IL,60630
Medicar,VIOLATION,VPG,MV-1,2011,BLACK,Gasoline,Y,CHICAGO,IL,60619
Livery,ACTIVE,CADILLAC,ESCALADE,2015,BLACK,Gasoline,N,CHICAGO,IL,60651
Taxi,FORECLOSURE,FORD,C-MAX,2013,WHITE/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60646
Taxi,ACTIVE,TOYOTA,PRIUS,2011,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO,IL,60616
Livery,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60646
Taxi,ACTIVE,TOYOTA,CAMRY,2013,BLUE,Hybrid,N,CHICAGO,IL,60640
Charter Sightseeing,INACTIVE,FORD,E350,2006,WHITE,Gasoline,N,CHICAGO,IL,60602
Taxi,SURRENDER,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60616
Livery,RESERVED,CADILLAC,XTS,2016,BLACK,Gasoline,N,CHICAGO,IL,60656
Livery,ACTIVE,LINCOLN,NAVIGATOR,2016,BLACK,Gasoline,N,CHICAGO,IL,60659
Taxi,VIOLATION,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Taxi,FORECLOSURE,FORD,FUSION,2014,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Ambulance,INACTIVE,FORD,E350,2008,WHITE,Gasoline,N,CHICAGO,IL,60630
Taxi,FORECLOSURE,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,CHICAGO,IL,60659
Charter Sightseeing,ACTIVE,FORD,TRANSIT,2018,BLACK,Gasoline,N,CHICAGO,IL,60608
Taxi,FORECLOSURE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,CHICAGO,IL,60656
Ambulance,ACTIVE,MERCEDES,SPRINTER,2012,BLACK,Gasoline,N,ELMHURST,IL,60126
Taxi,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,ACTIVE,NISSAN,NV200,2015,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60616
Livery,ACTIVE,CADILLAC,XTS,2015,BLACK,Gasoline,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,CAMRY,2015,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Livery,ACTIVE,CHEVROLET,SUBURBAN,2016,BLACK,Gasoline,N,CHICAGO,IL,60619
Livery,ACTIVE,LINCOLN,MKT,2016,BLACK,Gasoline,N,CHICAGO,IL,60620
Taxi,ACTIVE,FORD,FUSION,2014,GREEN,Hybrid,N,CHICAGO,IL,60645
Taxi,ACTIVE,FORD,C-MAX,2013,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Medicar,VIOLATION,DODGE,CARAVAN,2013,WHITE,Gasoline,Y,CHICAGO,IL,60619
Taxi,ACTIVE,DODGE,GRAND CARAVAN,2014,YELLOW,Flex Fuel,N,CHICAGO,IL,60618
Livery,ACTIVE,LINCOLN,NAVIGATOR,2012,BLACK,Gasoline,N,CHICAGO,IL,60625
Taxi,VIOLATION,TOYOTA,CAMRY,2010,BLUE,Hybrid,N,CHICAGO,IL,60640
Taxi,VIOLATION,FORD,ESCAPE,2012,CREAM/GREEN,Hybrid,N,CHICAGO,IL,60619
Livery,RESERVED,FORD,EXPEDITION,2015,BLACK,Gasoline,N,CHICAGO,IL,60610
Ambulance,INACTIVE,FORD,ECONOLINE,2001,,Gasoline,N,CHICAGO,IL,60630
Ambulance,ACTIVE,FORD,E350,2014,WHITE,Gasoline,N,DOLTON,IL,60419
Ambulance,ACTIVE,FORD,E350,2011,WHITE,Gasoline,N,DOLTON,IL,60419
Taxi,ACTIVE,TOYOTA,RAV4,2013,CREAM/GREEN,Gasoline,N,CHICAGO,IL,60629
Ambulance,ACTIVE,FORD,E350,2011,WHITE,Gasoline,N,DOLTON,IL,60419
Livery,RESERVED,LINCOLN,NAVIGATOR,2017,BLACK,Gasoline,N,CHICAGO,IL,60630
Livery,ACTIVE,CADILLAC,XTS,2015,BLACK,Gasoline,N,CHICAGO,IL,60630
Charter Sightseeing,INACTIVE,MERCEDES,SPRINTER,2012,BLACK,Gasoline,N,CHICAGO,IL,60606
Livery,ACTIVE,CADILLAC,XTS,2017,BLACK,Gasoline,N,CHICAGO,IL,60601
Livery,ACTIVE,CADILLAC,XTS,2016,BLACK,Gasoline,N,CHICAGO,IL,60641
Ambulance,RESERVED,FORD,E350,2010,BLUE,Gasoline,N,SKOKIE,IL,60076
Livery,ACTIVE,CADILLAC,XTS,2014,BLACK,Gasoline,N,CHICAGO,IL,60612
Taxi,FORECLOSURE,FORD,ESCAPE,2010,GREEN,Hybrid,N,CHICAGO,IL,60645
Taxi,FORECLOSURE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,VIOLATION,TOYOTA,PRIUS,2014,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Livery,INACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,CHICAGO,IL,60652
Taxi,VIOLATION,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHICAGO,IL,60659
Livery,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,CHICAGO,IL,60630
Taxi,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Taxi,ACTIVE,TOYOTA,PRIUS,2014,GREEN,Hybrid,N,CHICAGO,IL,60645
Taxi,FORECLOSURE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Taxi,VIOLATION,FORD,CROWN VICTORIA,2010,WHITE/STARS/STRIPES,Flex Fuel,N,CHICAGO,IL,60618
Taxi,ACTIVE,VPG,MV-1,2012,MAROON/BLUE/STRIPES,Compressed Natural Gas,Y,CHICAGO,IL,60616
Ambulance,ACTIVE,FORD,E450,2014,WHITE,Gasoline,N,DOLTON,IL,60419
Ambulance,INACTIVE,FORD,E350,2002,WHITE,Gasoline,N,CHICAGO,IL,60630
Taxi,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Gasoline,N,CHICAGO,IL,60659
Taxi,FORECLOSURE,TOYOTA,CAMRY,2014,GRAY/WHITE,Hybrid,N,CHICAGO,IL,60626
Ambulance,RESERVED,FORD,E350,2008,YELLOW,Gasoline,N,CHICAGO,IL,60639
Taxi,INACTIVE,,,,,Gasoline,N,CHICAGO,IL,60608
Medicar,VIOLATION,FORD,E250,2011,WHITE,Gasoline,Y,CHICAGO,IL,60619
Livery,ACTIVE,LINCOLN,NAVIGATOR,2014,BLACK,Gasoline,N,CHICAGO,IL,60625
Livery,ACTIVE,CADILLAC,ESCALADE,2015,BLACK,Gasoline,N,CHICAGO,IL,60630
Medicar,INACTIVE,FORD,T150,2015,WHITE,Gasoline,N,MOKENA,IL,60448
Taxi,ACTIVE,DODGE,CARAVAN,2010,WHITE,Flex Fuel,N,CHICAGO,IL,60630
Livery,ACTIVE,CHEVROLET,SUBURBAN,2016,BLACK,Gasoline,N,CHICAGO,IL,60660
Charter Sightseeing,INACTIVE,LINCOLN,NAVIGATOR,2008,WHITE,Gasoline,N,SCHILLER PARK,IL,60176
Medicar,ACTIVE,FORD,E250,2015,WHITE,Gasoline,N,MOKENA,IL,60448
Taxi,FORECLOSURE,TOYOTA,CAMRY,2011,ORANGE,Hybrid,N,CHICAGO,IL,60630
Taxi,SURRENDER,DODGE,CARAVAN,2016,WHITE,Flex Fuel,N,CHICAGO,IL,60656
Charter Sightseeing,ACTIVE,ALEXANDER,,2001,RED,Gasoline,N,CHICAGO,IL,60609
Taxi,SURRENDER,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Livery,ACTIVE,CADILLAC,WINDSTAR,2015,BLACK,Gasoline,N,CHICAGO,IL,60631
Taxi,ACTIVE,TOYOTA,SCION,2013,WHITE,Gasoline,N,CHICAGO,IL,60630
Ambulance,ACTIVE,FORD,E350,2013,WHITE,Gasoline,N,CHICAGO,IL,60621
Livery,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,CHICAGO,IL,60634
Livery,ACTIVE,LINCOLN,MKS,2015,BLACK,Gasoline,N,CHICAGO,IL,60625
Livery,ACTIVE,LINCOLN,NAVIGATOR,2016,BLACK,Gasoline,N,CHICAGO,IL,60656
Medicar,INACTIVE,FORD,E250,2005,WHITE,Gasoline,N,SKOKIE,IL,60077
Charter Sightseeing,ACTIVE,FORD,TRANSIT,2017,BLACK,Gasoline,N,CHICAGO,IL,60656
Medicar,INACTIVE,FORD,VAN,2008,,Gasoline,N,CHICAGO,IL,60619
Medicar,VIOLATION,DODGE,GRAND CARAVAN,2016,SILVER,Gasoline,N,CHICAGO,IL,60643
Livery,ACTIVE,GMC,YUKON,2017,BLACK,Gasoline,N,CHICAGO,IL,60610
Taxi,FORECLOSURE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Livery,RESERVED,INFINITI,QX60,2017,BLACK,Gasoline,N,CHICAGO,IL,60631
Livery,ACTIVE,LINCOLN,MKS,2015,BLACK,Gasoline,N,CHICAGO,IL,60631
Medicar,INACTIVE,FORD,E150,2010,WHITE,Gasoline,N,CHICAGO,IL,60630
Taxi,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO,IL,60616
Livery,ACTIVE,FORD,EXPEDITION,2014,BLACK,Gasoline,N,CHICAGO,IL,60656
Taxi,VIOLATION,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Taxi,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,SURRENDER,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,FORECLOSURE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,CHICAGO,IL,60659
Livery,RESERVED,LINCOLN,MKS,2015,BLACK,Gasoline,N,CHICAGO,IL,60630
Ambulance,INACTIVE,,,,,Gasoline,N,CHICAGO,IL,60630
Taxi,ACTIVE,TOYOTA,PRIUS,2014,WHITE/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60646
Ambulance,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,MOKENA,IL,60448
Taxi,ACTIVE,TOYOTA,PRIUS,2014,RED/CREAM,Hybrid,N,CHICAGO,IL,60619
Taxi,ACTIVE,TOYOTA,CAMRY,2012,CREAM/GREEN,Hybrid,N,CHICAGO,IL,60618
Taxi,VIOLATION,TOYOTA,CAMRY,2013,CREAM/GREEN,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,PRIUS,2014,GREEN,Hybrid,N,CHICAGO,IL,60645
Taxi,ACTIVE,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,CHICAGO,IL,60659
Taxi,ACTIVE,TOYOTA,PRIUS,2013,BLUE,Hybrid,N,CHICAGO,IL,60640
Taxi,ACTIVE,DODGE,CARAVAN,2016,WHITE,Flex Fuel,Y,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,CAMRY,2016,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Taxi,SURRENDER,VPG,MV-1,2012,MAROON/BLUE/STRIPES,Compressed Natural Gas,Y,CHICAGO,IL,60616
Taxi,ACTIVE,TOYOTA,COROLLA,2016,WHITE,Gasoline,N,CHICAGO,IL,60630
Livery,ACTIVE,CADILLAC,XTS,2015,BLACK,Gasoline,N,CHICAGO,IL,60601
Taxi,FORECLOSURE,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,CHICAGO,IL,60659
Taxi,ACTIVE,TOYOTA,CAMRY,2016,CREAM/GREEN,Hybrid,N,CHICAGO,IL,60612
Taxi,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHICAGO,IL,60630
Livery,ACTIVE,LINCOLN,MKS,2015,BLACK,Gasoline,N,CHICAGO,IL,60645
Livery,ACTIVE,CADILLAC,ESCALADE ESV,2015,BLACK,Gasoline,N,CHICAGO,IL,60617
Livery,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,CHICAGO,IL,60640
Livery,ACTIVE,CADILLAC,XTS,2017,BLACK,Gasoline,N,CHICAGO,IL,60601
Ambulance,INACTIVE,FORD,VAN,1999,,Gasoline,N,TINLEY PARK,IL,60477
Taxi,ACTIVE,FORD,FUSION,2014,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Taxi,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,ACTIVE,TOYOTA,HIGHLANDER,2014,WHITE/BLACK/STRIPES,Gasoline,N,CHICAGO,IL,60628
Taxi,ACTIVE,TOYOTA,PRIUS,2012,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Taxi,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60646
Taxi,FORECLOSURE,NISSAN,ALTIMA,2011,ORANGE,Hybrid,N,CHICAGO,IL,60630
Taxi,ACTIVE,TOYOTA,PRIUS,2013,GREEN,Hybrid,N,CHICAGO,IL,60645
Taxi,FORECLOSURE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,CHICAGO,IL,60656
Livery,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,CHICAGO,IL,60654
Taxi,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Taxi,ACTIVE,TOYOTA,CAMRY,2015,CREAM/GREEN,Hybrid,N,CHICAGO,IL,60618
Livery,RESERVED,CADILLAC,XTS,2014,BLACK,Gasoline,N,CHICAGO,IL,60601
Livery,ACTIVE,FORD,EXPEDITION,2015,BLACK,Gasoline,N,CHICAGO,IL,60630
Taxi,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,PRIUS,2013,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO,IL,60616
Medicar,ACTIVE,FORD,SPRINTER,2016,BLACK,Gasoline,N,CHICAGO,IL,60643
Ambulance,ACTIVE,FORD,E350,2010,WHITE,Gasoline,N,SKOKIE,IL,60076
Livery,ACTIVE,TESLA,S,2015,BLACK,Electric,N,CHICAGO,IL,60654
Livery,ACTIVE,LINCOLN,CONTINENTAL,2017,BLACK,Gasoline,N,CHICAGO,IL,60610
Ambulance,ACTIVE,FORD,350,2013,WHITE,Gasoline,N,TINLEY PARK,IL,60487
Taxi,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO,IL,60616
Livery,ACTIVE,LINCOLN,MKT,2016,BLACK,Gasoline,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,SURRENDER,NISSAN,ALTIMA,2011,WHITE/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60646
Taxi,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Ambulance,ACTIVE,FORD,E350,2010,WHITE/BLUE,Gasoline,N,TINLEY PARK,IL,60487
Taxi,ACTIVE,TOYOTA,CAMRY,2015,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Livery,RESERVED,GMC,YUKON,2015,BLACK,Gasoline,N,CHICAGO,IL,60610
Charter Sightseeing,ACTIVE,INTL,KRYSTAL KK28 BUS,2007,WHITE,Gasoline,N,CHICAGO,IL,60617
Taxi,FORECLOSURE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60661
Taxi,VIOLATION,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Taxi,SURRENDER,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHICAGO,IL,60656
Livery,ACTIVE,LINCOLN,MKS,2015,BLACK,Gasoline,N,CHICAGO,IL,60634
Livery,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,CHICAGO,IL,60632
Taxi,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,SURRENDER,TOYOTA,CAMRY,2012,WHITE/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60646
Taxi,ACTIVE,TOYOTA,PRIUS,2014,BLACK/WHITE,Hybrid,N,CHICAGO,IL,60618
Taxi,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO,IL,60659
Taxi,ACTIVE,FORD,ESCAPE,2010,CREAM/GREEN,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,PRIUS,2013,GRAY/WHITE,Hybrid,N,CHICAGO,IL,60626
Taxi,ACTIVE,TOYOTA,CAMRY,2017,WHITE/BLACK/STRIPES,Hybrid,N,CHICAGO,IL,60640
Charter Sightseeing,INACTIVE,TURTLE TOP,,2008,WHITE,Gasoline,N,CHICAGO,IL,60641
Medicar,INACTIVE,FORD,E250,2006,WHITE,Gasoline,N,CHICAGO,IL,60630
Livery,ACTIVE,CHEVROLET,SUBURBAN,2017,BLACK,Gasoline,N,CHICAGO,IL,60645
Taxi,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,CHICAGO,IL,60618
Charter Sightseeing,ACTIVE,FORD,TRANSIT BUS,2015,BLACK,Gasoline,N,CHICAGO,IL,60626
Livery,ACTIVE,BMW,740 I,2017,BLACK,Gasoline,N,CHICAGO,IL,60616
Taxi,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,FORECLOSURE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60646
Taxi,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,N,CHICAGO,IL,60618
Charter Sightseeing,INACTIVE,FREIGHLINE,M2 106,2016,BLACK,Diesel,N,CHICAGO,IL,60602
Livery,RESERVED,CADILLAC,XTS,2016,BLACK,Gasoline,N,CHICAGO,IL,60601
Taxi,VIOLATION,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Taxi,VIOLATION,TOYOTA,PRIUS,2010,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,FORD,ESCAPE,2014,WHITE,Gasoline,N,CHICAGO,IL,60647
Taxi,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,SURRENDER,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,FORECLOSURE,TOYOTA,SIENNA,2015,WHITE,Gasoline,N,CHICAGO,IL,60659
Taxi,ACTIVE,NISSAN,ALTIMA,2011,BLUE,Hybrid,N,CHICAGO,IL,60630
Taxi,SURRENDER,VPG,MV-1,2012,YELLOW,Compressed Natural Gas,Y,CHICAGO,IL,60618
Livery,ACTIVE,GMC,YUKON,2017,BLACK,Gasoline,N,CHICAGO,IL,60659
Taxi,ACTIVE,FORD,ESCAPE,2011,GREEN,Hybrid,N,CHICAGO,IL,60645
Ambulance,ACTIVE,FORD,E350,2014,WHITE,Gasoline,N,TINLEY PARK,IL,60487
Taxi,ACTIVE,TOYOTA,CAMRY,2015,GRAY/WHITE,Hybrid,N,CHICAGO,IL,60626
Taxi,ACTIVE,TOYOTA,PRIUS,2012,BLACK/WHITE,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,PRIUS,2016,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,CHICAGO,IL,60612
Livery,ACTIVE,LINCOLN,MKS,2015,BLACK,Gasoline,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,PRIUS,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,SURRENDER,TOYOTA,CAMRY,2009,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,PRIUS,2013,GREEN,Hybrid,N,CHICAGO,IL,60645
Livery,VIOLATION,CHEVROLET,SUBURBAN,2012,BLACK,Gasoline,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,N,CHICAGO,IL,60618
Livery,ACTIVE,CHEVROLET,SUBURBAN,2015,CREAM/BLACK/RED STRIPES,Gasoline,N,CHICAGO,IL,60656
Taxi,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,ACTIVE,VPG,MV-1,2012,MAROON/GOLD/STRIPES,Compressed Natural Gas,Y,CHICAGO,IL,60616
Livery,ACTIVE,CADILLAC,ESCALADE ESV,2017,BLACK,Gasoline,N,CHICAGO,IL,60659
Taxi,SURRENDER,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,CHICAGO,IL,60659
Ambulance,INACTIVE,FORD,E350,2014,WHITE,Gasoline,N,MOKENA,IL,60448
Livery,RESERVED,CADILLAC,XTS,2015,BLACK,Gasoline,N,CHICAGO,IL,60631
Taxi,SURRENDER,TOYOTA,PRIUS,2010,YELLOW,Hybrid,N,CHICAGO,IL,60618
Charter Sightseeing,ACTIVE,MERCEDES,SPRINTER,2014,BLACK,Gasoline,N,CHICAGO,IL,60619
Charter Sightseeing,RESERVED,,,1997,RED/CREAM,Gasoline,N,CHICAGO,IL,60603
Taxi,VIOLATION,FORD,ESCAPE,2010,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,ACTIVE,DODGE,CARAVAN,2013,WHITE/BLUE,Gasoline,N,CHICAGO,IL,60659
Livery,ACTIVE,GMC,YUKON,2017,BLACK,Gasoline,N,CHICAGO,IL,60659
Taxi,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,N,CHICAGO,IL,60618
Livery,RESERVED,CADILLAC,XTS,2015,BLACK,Gasoline,N,CHICAGO,IL,60607
Livery,RESERVED,LINCOLN,MKS,2015,BLACK,Gasoline,N,CHICAGO,IL,60610
Taxi,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,SURRENDER,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,ACTIVE,KIA,SOUL,2016,YELLOW,Hybrid,N,CHICAGO,IL,60618
Livery,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,CHICAGO,IL,60659
Taxi,FORECLOSURE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,CHICAGO,IL,60656
Charter Sightseeing,INACTIVE,MERCEDES,SPRINTER,2013,BLACK,Gasoline,N,CHICAGO,IL,60611
Taxi,SURRENDER,TOYOTA,CAMRY,2013,CREAM/GREEN,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,VIOLATION,TOYOTA,PRIUS,2013,BLUE,Hybrid,N,CHICAGO,IL,60659
Taxi,ACTIVE,TOYOTA,CAMRY,2016,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Pedicab,ACTIVE,MAINSTREET,BROADWAY,2013,BLACK,Pedal,N,CHICAGO,IL,60642
Taxi,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHICAGO,IL,60656
Livery,ACTIVE,LINCOLN,CONTINENTAL,2017,BLACK,Gasoline,N,CHICAGO,IL,60645
